project_short_name,case_barcode,sample_barcode,sample_type_name,CD274_counts,PDCD1LG2_counts,PDCD1_counts,HLA_A_counts,HLA_B_counts,HLA_C_counts,B2M_counts,GJA1_counts,GJB2_counts,GJA5_counts,GJB6_counts,ARNTL_counts,CLOCK_counts,PER1_counts,PER2_counts,CRY1_counts,CRY2_counts,MYC_counts,TP53_counts,CDH1_counts,VIM_counts
TCGA-LUAD,TCGA-78-7146,TCGA-78-7146-01A,Primary Tumor,882,216,373,31757,43269,26561,60653,4741,1127,655,110,689,2891,3204,1159,542,1158,10836,5776,23379,18718
TCGA-LUAD,TCGA-78-7147,TCGA-78-7147-01A,Primary Tumor,260,101,167,227352,315430,243491,161504,505,313,525,61,647,2350,772,2726,1668,3642,1495,1065,37473,16129
TCGA-LUAD,TCGA-78-7148,TCGA-78-7148-01A,Primary Tumor,170,84,102,74540,77025,58406,187357,15591,1246,708,8,547,2127,2634,1915,677,1330,1543,4157,22655,8709
TCGA-LUAD,TCGA-78-7149,TCGA-78-7149-01A,Primary Tumor,49,28,28,55868,31054,44714,60640,4054,210,858,11,430,1317,3706,1832,890,2014,3336,4793,12147,19384
TCGA-LUAD,TCGA-78-7150,TCGA-78-7150-01A,Primary Tumor,147,105,78,29124,45107,54211,97273,27341,2552,1888,48,574,1989,1779,2507,790,1152,1865,2469,18285,10823
TCGA-LUAD,TCGA-78-7152,TCGA-78-7152-01A,Primary Tumor,85,57,80,26672,38786,25112,68753,1257,249,428,0,143,1212,2080,1038,598,1319,4199,3235,4075,5210
TCGA-LUAD,TCGA-78-7153,TCGA-78-7153-01A,Primary Tumor,43,27,55,55071,32027,40295,101545,5072,291,228,45,389,1004,4875,794,418,1357,8535,7114,17354,7189
TCGA-LUAD,TCGA-78-7154,TCGA-78-7154-01A,Primary Tumor,164,97,63,39107,36400,30354,114212,2840,169,1045,4,337,813,1427,1461,718,695,4144,3990,34373,7239
TCGA-LUAD,TCGA-78-7155,TCGA-78-7155-01A,Primary Tumor,153,105,46,5375,9951,10641,23939,755,36,144,11,132,2371,2393,537,1485,1474,47,5308,15984,16674
TCGA-LUAD,TCGA-78-7156,TCGA-78-7156-01A,Primary Tumor,80,48,11,22695,23097,15223,69446,1910,14,266,0,1343,3547,8777,1651,1005,4241,1554,4157,16537,11415
TCGA-LUAD,TCGA-78-7158,TCGA-78-7158-01A,Primary Tumor,264,122,29,35233,80470,41506,66346,1009,2119,408,966,396,2384,2552,1371,918,2586,20923,10922,26184,7081
TCGA-LUAD,TCGA-78-7159,TCGA-78-7159-01A,Primary Tumor,212,98,73,29744,29052,41203,82000,7703,670,1424,56,593,2227,1415,1473,1503,1246,712,3974,9444,8918
TCGA-LUAD,TCGA-78-7160,TCGA-78-7160-01A,Primary Tumor,457,303,192,51159,60552,48407,158025,4474,686,915,7,620,2679,4442,1817,1107,1332,2573,4431,11464,15259
TCGA-LUAD,TCGA-78-7161,TCGA-78-7161-01A,Primary Tumor,130,56,37,87914,55929,87062,97554,7082,34,1870,3,588,4091,24447,3865,2930,4367,1389,4947,22146,9447
TCGA-LUAD,TCGA-78-7162,TCGA-78-7162-01A,Primary Tumor,367,360,147,95626,134186,73837,222450,5527,150,2346,8,385,3254,8673,2410,1213,5511,2167,4863,23534,25690
TCGA-LUAD,TCGA-78-7163,TCGA-78-7163-01A,Primary Tumor,750,25,51,95811,137428,51423,172100,224,18,60,0,458,2471,4417,1929,356,10018,440,6136,29200,9996
TCGA-LUAD,TCGA-78-7166,TCGA-78-7166-01A,Primary Tumor,176,45,106,96475,83101,40253,99368,10028,4553,404,403,504,2162,5365,1995,1309,1287,1216,7514,18079,12655
TCGA-LUAD,TCGA-78-7167,TCGA-78-7167-01A,Primary Tumor,68,88,45,50962,29467,37494,83547,1465,267,1051,7,4972,3626,5207,3502,1444,5322,4317,5997,20532,11964
TCGA-LUAD,TCGA-78-7220,TCGA-78-7220-01A,Primary Tumor,260,79,95,29305,19550,14671,72611,5123,5505,631,1023,543,1976,2275,2273,1644,1009,1954,4261,27162,5351
TCGA-LUAD,TCGA-78-7535,TCGA-78-7535-01A,Primary Tumor,208,34,56,40493,63883,24614,71960,1720,1555,1114,21,571,3001,3739,2608,844,3415,917,1460,18706,31504
TCGA-LUAD,TCGA-78-7536,TCGA-78-7536-01A,Primary Tumor,396,371,299,49927,69917,47217,136893,1726,6838,574,58,1002,4147,3118,7851,3124,3224,1979,6976,19359,14427
TCGA-LUAD,TCGA-78-7537,TCGA-78-7537-01A,Primary Tumor,155,137,108,59242,71387,59397,166972,3710,278,1141,1,813,2235,6415,4667,1218,4017,1221,6697,24115,17826
TCGA-LUAD,TCGA-78-7539,TCGA-78-7539-01A,Primary Tumor,845,302,518,397341,650666,331835,268005,5526,602,1251,110,787,3123,8407,1508,1448,3139,4095,4610,35001,19763
TCGA-LUAD,TCGA-78-7540,TCGA-78-7540-01A,Primary Tumor,386,101,24,114276,137540,79577,277828,3136,4461,777,42,1204,2907,998,3272,1865,2854,721,2916,97527,16091
TCGA-LUAD,TCGA-78-7542,TCGA-78-7542-01A,Primary Tumor,6148,626,137,219328,333915,236613,306599,5303,8248,81,431,937,14011,4581,1485,2093,1901,4212,1230,58171,44521
TCGA-LUAD,TCGA-78-7633,TCGA-78-7633-01A,Primary Tumor,187,88,27,184354,66720,70214,144101,6445,111,1423,2,352,4422,18538,3239,1708,6984,3402,5197,30296,14058
TCGA-LUAD,TCGA-78-8640,TCGA-78-8640-01A,Primary Tumor,205,98,158,43458,48764,44501,58611,1214,69,312,1,292,985,1264,1114,1775,1102,2041,1554,39418,6750
TCGA-LUAD,TCGA-78-8648,TCGA-78-8648-01A,Primary Tumor,383,323,296,46180,89673,56172,133024,4444,839,2145,6,655,923,7550,642,951,1501,901,1624,3880,27595
TCGA-LUAD,TCGA-78-8655,TCGA-78-8655-01A,Primary Tumor,281,167,116,42293,63996,63027,84868,4752,9508,1008,4426,596,964,649,1017,639,1404,1287,3000,15590,13433
TCGA-LUAD,TCGA-78-8660,TCGA-78-8660-01A,Primary Tumor,750,195,469,44430,76431,38786,87442,5923,175,845,7,408,1319,3338,1036,688,1262,4883,1041,18212,9738
TCGA-LUAD,TCGA-78-8662,TCGA-78-8662-01A,Primary Tumor,72,27,21,5355,9264,4568,34691,940,1074,627,467,151,1116,2367,769,791,988,425,455,19963,34021
TCGA-LUAD,TCGA-80-5607,TCGA-80-5607-01A,Primary Tumor,253,120,117,65324,109175,52065,89227,3030,707,557,21,229,1160,14698,3547,378,3141,1308,2012,16945,7146
TCGA-LUAD,TCGA-80-5608,TCGA-80-5608-01A,Primary Tumor,389,91,155,127450,125152,107804,184801,10636,978,505,44,550,2689,19917,5031,1162,6337,1381,2853,22690,8724
TCGA-LUAD,TCGA-80-5611,TCGA-80-5611-01A,Primary Tumor,371,490,160,81219,131614,124938,182724,706,275,99,3,532,1840,1172,1262,1120,807,3121,2155,8253,23546
TCGA-LUAD,TCGA-83-5908,TCGA-83-5908-01A,Primary Tumor,9239,696,643,177113,248849,231300,400417,4291,514,1198,5,980,3627,4376,2087,1295,2010,6333,4337,43404,14951
TCGA-LUAD,TCGA-86-6562,TCGA-86-6562-01A,Primary Tumor,405,157,31,37262,43312,43228,71153,6056,1728,1685,162,477,2152,2933,2074,642,2181,1395,3697,20149,20281
TCGA-LUAD,TCGA-86-6851,TCGA-86-6851-01A,Primary Tumor,1572,1052,1070,230688,430775,306712,232241,2006,1652,1843,438,2473,5114,4981,2951,1857,4986,1694,7528,24905,19583
TCGA-LUAD,TCGA-86-7701,TCGA-86-7701-01A,Primary Tumor,220,122,154,16677,25876,17510,79484,1800,151,797,3,325,968,616,1399,823,751,1219,694,8367,6550
TCGA-LUAD,TCGA-86-7711,TCGA-86-7711-01A,Primary Tumor,610,473,199,51106,65348,72226,212918,4208,49952,889,946,913,5199,3744,1623,2255,785,5060,3634,12672,17863
TCGA-LUAD,TCGA-86-7713,TCGA-86-7713-01A,Primary Tumor,327,167,58,12732,22501,28271,57454,26488,714,844,20,1356,3147,6394,4968,2512,2590,5035,1150,32887,7970
TCGA-LUAD,TCGA-86-7714,TCGA-86-7714-01A,Primary Tumor,113,38,23,16508,23896,15805,46214,3132,289,254,3,476,1503,3548,1283,247,1895,833,1377,13026,7411
TCGA-LUAD,TCGA-86-7953,TCGA-86-7953-01A,Primary Tumor,382,199,428,60626,98686,92596,174211,27713,10812,644,1989,2164,4203,3650,6628,3446,4104,2124,1672,11417,28628
TCGA-LUAD,TCGA-86-7954,TCGA-86-7954-01A,Primary Tumor,1319,926,366,257695,425953,244534,372532,2886,622,860,7,1445,3932,2341,2673,2491,3320,1882,7495,54425,23318
TCGA-LUAD,TCGA-86-7955,TCGA-86-7955-01A,Primary Tumor,161,32,74,23690,21300,48492,61522,927,452,269,20,623,6854,2008,4009,1231,1897,7978,3327,44556,2916
TCGA-LUAD,TCGA-86-8054,TCGA-86-8054-01A,Primary Tumor,251,88,48,29530,19985,25733,63798,8734,427,794,34,1006,5022,6053,2045,3354,2110,782,5521,11420,11817
TCGA-LUAD,TCGA-86-8055,TCGA-86-8055-01A,Primary Tumor,732,496,125,96745,139038,80508,190225,26448,14353,1884,328,1147,2782,3153,1810,1673,2435,1638,4339,49341,51113
TCGA-LUAD,TCGA-86-8056,TCGA-86-8056-01A,Primary Tumor,632,252,147,35565,80774,61478,172086,2608,861,1199,9,1207,2639,10810,6935,2084,6719,3202,2813,33614,17594
TCGA-LUAD,TCGA-86-8073,TCGA-86-8073-01A,Primary Tumor,345,179,90,64868,88946,71158,164674,5038,900,4783,170,727,6021,2706,2534,3594,3186,4732,1479,34935,34357
TCGA-LUAD,TCGA-86-8074,TCGA-86-8074-01A,Primary Tumor,933,559,243,245652,317885,247500,267457,39705,6622,1359,110,1963,3335,6358,2986,2176,4643,5231,11896,41746,49284
TCGA-LUAD,TCGA-86-8075,TCGA-86-8075-01A,Primary Tumor,1108,476,129,158100,192318,158486,212183,29405,6209,2153,15,1264,3136,6970,3821,2895,3515,2169,4442,31508,46567
TCGA-LUAD,TCGA-86-8076,TCGA-86-8076-01A,Primary Tumor,555,309,417,77817,147799,92857,241209,4014,429,1635,11,672,2181,6510,3289,1176,2976,10551,6220,17899,25228
TCGA-LUAD,TCGA-86-8278,TCGA-86-8278-01A,Primary Tumor,1012,372,138,171885,164633,118316,249239,10866,9005,2420,590,3152,3967,2592,4647,1046,4524,3659,3822,44418,26273
TCGA-LUAD,TCGA-86-8279,TCGA-86-8279-01A,Primary Tumor,187,79,56,75281,58541,86115,84702,6351,3488,1645,46,753,3575,6795,2709,1201,6675,1859,8095,71284,23969
TCGA-LUAD,TCGA-86-8280,TCGA-86-8280-01A,Primary Tumor,778,492,414,239613,324878,270743,301534,5302,759,1604,42,1655,2338,9040,1818,989,3890,1523,4517,38297,27667
TCGA-LUAD,TCGA-86-8281,TCGA-86-8281-01A,Primary Tumor,128,80,68,29644,39005,32647,86700,4624,361,1244,21,1565,4157,10254,2704,1115,4948,856,5721,28612,11017
TCGA-LUAD,TCGA-86-8358,TCGA-86-8358-01A,Primary Tumor,189,100,71,51534,41712,50662,50596,1089,331,189,21,748,1839,1390,1239,1823,1224,3796,1587,9090,6559
TCGA-LUAD,TCGA-86-8359,TCGA-86-8359-01A,Primary Tumor,176,66,447,18822,36428,27338,57551,2431,792,284,84,818,1291,2513,2977,422,2434,332,2921,7093,6167
TCGA-LUAD,TCGA-86-8585,TCGA-86-8585-01A,Primary Tumor,458,246,261,50528,47256,36372,77055,6714,2738,510,350,381,793,5377,1104,940,778,624,595,9569,15624
TCGA-LUAD,TCGA-86-8668,TCGA-86-8668-01A,Primary Tumor,238,158,129,21940,40082,31150,51593,6411,282,452,44,302,1347,2969,1800,733,2493,328,1739,7869,11733
TCGA-LUAD,TCGA-86-8669,TCGA-86-8669-01A,Primary Tumor,239,93,152,54019,46927,37452,62141,3070,165,154,9,372,1322,5622,1269,1448,1474,1866,1734,23435,5554
TCGA-LUAD,TCGA-86-8671,TCGA-86-8671-01A,Primary Tumor,839,687,856,113392,168317,115732,206832,2984,582,1133,16,863,1003,2394,1203,863,2752,1113,2694,8520,29806
TCGA-LUAD,TCGA-86-8672,TCGA-86-8672-01A,Primary Tumor,551,225,456,77764,110762,57098,167403,1181,1488,668,21,255,759,2693,1133,654,803,1672,1535,5982,15183
TCGA-LUAD,TCGA-86-8673,TCGA-86-8673-01A,Primary Tumor,105,93,138,36079,33539,31442,52650,3216,837,630,1,556,1660,1360,1131,531,471,1595,4853,15356,14641
TCGA-LUAD,TCGA-86-8674,TCGA-86-8674-01A,Primary Tumor,130,11,55,36112,14891,50974,39295,924,226,560,9,430,1282,3267,1804,625,1501,1880,3953,12586,4412
TCGA-LUAD,TCGA-86-A456,TCGA-86-A456-01A,Primary Tumor,1018,133,115,91384,111394,78352,172428,2420,46,520,2,298,2020,6697,1525,844,1881,3506,1780,17653,19071
TCGA-LUAD,TCGA-86-A4D0,TCGA-86-A4D0-01A,Primary Tumor,271,61,74,35505,29489,19557,52166,1326,108,198,11,473,1762,1134,673,1983,878,7539,5951,12159,4236
TCGA-LUAD,TCGA-86-A4JF,TCGA-86-A4JF-01A,Primary Tumor,1780,156,161,69114,98019,67659,135675,2623,535,642,0,967,1056,8013,1479,1476,1248,1707,3028,22162,15738
TCGA-LUAD,TCGA-86-A4P7,TCGA-86-A4P7-01A,Primary Tumor,447,228,268,34640,82118,63107,127115,7183,81,2479,9,668,1642,4073,1842,1048,4940,2139,2111,15091,25892
TCGA-LUAD,TCGA-86-A4P8,TCGA-86-A4P8-01A,Primary Tumor,861,357,245,72124,113242,86386,242626,6496,42,2107,2,1605,2058,13757,1351,1697,4080,2123,2346,8208,44841
TCGA-LUAD,TCGA-91-6828,TCGA-91-6828-11A,Solid Tissue Normal,1026,310,60,24570,63622,59092,144849,13430,29,2358,0,547,1656,10142,3360,1649,4600,2974,1146,11579,22986
TCGA-LUAD,TCGA-91-6828,TCGA-91-6828-01A,Primary Tumor,310,231,153,37821,52447,52818,57073,2369,72,589,1,258,1444,4122,1161,667,1445,2104,1842,12256,7057
TCGA-LUAD,TCGA-91-6829,TCGA-91-6829-11A,Solid Tissue Normal,596,308,23,51172,78461,57502,154596,2485,78,873,15,461,1108,4333,915,661,2640,530,1620,5093,44769
TCGA-LUAD,TCGA-91-6829,TCGA-91-6829-01A,Primary Tumor,436,257,40,48011,75371,76842,75779,29500,1317,4245,69,628,1964,2356,811,876,2152,920,1045,22832,16409
TCGA-LUAD,TCGA-91-6830,TCGA-91-6830-01A,Primary Tumor,346,203,74,34035,48116,39646,72836,2477,289,1297,0,408,965,1305,527,505,1018,1003,3142,14233,14261
TCGA-LUAD,TCGA-91-6831,TCGA-91-6831-01A,Primary Tumor,293,283,51,24003,34636,37424,71347,2589,498,529,4,595,1306,1596,1942,1887,1208,368,3473,10820,11165
TCGA-LUAD,TCGA-91-6831,TCGA-91-6831-11A,Solid Tissue Normal,1284,305,35,20705,40458,34415,136681,11248,32,1937,0,257,954,5095,1597,1002,2156,2676,604,3855,15709
TCGA-LUAD,TCGA-91-6835,TCGA-91-6835-11A,Solid Tissue Normal,278,207,30,39614,66947,36919,109348,6644,148,503,5,487,1519,4140,1250,1260,4351,1614,2026,12051,28814
TCGA-LUAD,TCGA-91-6835,TCGA-91-6835-01A,Primary Tumor,963,769,395,68875,105379,58717,149419,11282,291,1597,14,956,1850,2163,1880,977,2034,2133,3574,29542,18404
TCGA-LUAD,TCGA-91-6836,TCGA-91-6836-01A,Primary Tumor,1336,98,66,46882,62803,48809,83104,7117,344,435,12,439,3150,1398,1907,2183,1385,5766,1385,26155,7479
TCGA-LUAD,TCGA-91-6836,TCGA-91-6836-11A,Solid Tissue Normal,736,254,101,35672,63399,40944,137583,4717,23,2028,0,557,1129,8681,1079,636,2732,1082,1207,4861,26333
TCGA-LUAD,TCGA-91-6840,TCGA-91-6840-01A,Primary Tumor,143,117,113,37545,48273,63179,66252,4308,111,233,100,209,730,1883,527,779,1173,203,2957,38941,8682
TCGA-LUAD,TCGA-91-6847,TCGA-91-6847-01A,Primary Tumor,360,152,114,26315,38151,47858,46315,13594,2453,240,608,585,1790,1284,1774,2557,1413,3374,6986,31182,61075
TCGA-LUAD,TCGA-91-6847,TCGA-91-6847-11A,Solid Tissue Normal,333,148,22,22352,41868,32202,86964,6435,20,1258,0,286,1192,4662,1423,817,4459,384,1145,9353,17439
TCGA-LUAD,TCGA-91-6848,TCGA-91-6848-01A,Primary Tumor,1743,461,102,23594,41178,36831,71734,8609,536,430,4,306,1678,1759,404,512,527,1616,4883,366,64180
TCGA-LUAD,TCGA-91-6849,TCGA-91-6849-11A,Solid Tissue Normal,978,311,23,26973,50190,44744,118942,10484,20,2624,0,619,1231,9984,2933,1248,5268,2744,1007,7042,23006
TCGA-LUAD,TCGA-91-6849,TCGA-91-6849-01A,Primary Tumor,103,69,48,31546,30946,29642,59400,2955,181,306,21,585,799,7752,1554,349,3299,2415,1878,6669,9344
TCGA-LUAD,TCGA-91-7771,TCGA-91-7771-01A,Primary Tumor,349,310,221,84268,96976,71841,183748,1632,396,591,169,892,1884,7341,1958,1140,2106,1736,3046,14528,13812
TCGA-LUAD,TCGA-91-8496,TCGA-91-8496-01A,Primary Tumor,355,404,29,33543,46401,42755,138143,1960,120,273,1,1044,665,2681,536,721,1404,379,1542,11897,10895
TCGA-LUAD,TCGA-91-8497,TCGA-91-8497-01A,Primary Tumor,280,210,179,60849,79219,66927,113895,1626,115,454,9,305,1232,6166,1891,791,3300,1244,2166,8479,14864
TCGA-LUAD,TCGA-91-8499,TCGA-91-8499-01A,Primary Tumor,215,235,125,37877,70771,63303,102659,1657,100,211,22,422,728,1327,436,1308,1075,11378,8337,10104,5382
TCGA-LUAD,TCGA-91-A4BC,TCGA-91-A4BC-01A,Primary Tumor,318,187,758,51911,85477,64452,114303,7443,796,1217,6,622,901,3474,1496,1055,1008,583,1573,4013,13897
TCGA-LUAD,TCGA-91-A4BD,TCGA-91-A4BD-01A,Primary Tumor,157,86,39,53871,71951,51712,126445,532,57,214,2,295,708,5001,1031,322,1570,798,1413,8486,14916
TCGA-LUAD,TCGA-93-7347,TCGA-93-7347-01A,Primary Tumor,510,510,445,93836,141108,96159,231931,3506,2078,759,240,808,1852,2415,1220,820,2772,2910,4036,18870,29051
TCGA-LUAD,TCGA-93-7348,TCGA-93-7348-01A,Primary Tumor,220,123,66,35210,52785,34455,70446,16747,2716,1000,69,609,1697,3387,1636,563,2778,1005,2779,9576,18692
TCGA-LUAD,TCGA-93-8067,TCGA-93-8067-01A,Primary Tumor,338,160,135,92156,147339,120085,77218,13122,1235,699,8,853,2946,10867,5666,1638,3534,7681,5579,31759,13308
TCGA-LUAD,TCGA-93-A4JN,TCGA-93-A4JN-01A,Primary Tumor,483,188,380,119973,159620,143107,133275,8809,948,1395,36,1156,1691,7707,2366,1613,2831,1371,5111,33925,15671
TCGA-LUAD,TCGA-93-A4JO,TCGA-93-A4JO-01A,Primary Tumor,659,214,405,53467,79356,62898,131104,3724,404,1228,47,779,1021,5302,1085,890,2225,2842,3153,8511,18496
TCGA-LUAD,TCGA-93-A4JP,TCGA-93-A4JP-01A,Primary Tumor,800,422,42,110436,224048,131451,210829,7167,295,1504,1,1057,3104,5051,1548,1239,3815,2113,2404,17514,34907
TCGA-LUAD,TCGA-93-A4JQ,TCGA-93-A4JQ-01A,Primary Tumor,1378,381,591,58471,107024,73957,158047,7483,6233,1174,57,919,2174,1946,1226,1276,2376,2496,2536,16874,24613
TCGA-LUAD,TCGA-95-7039,TCGA-95-7039-01A,Primary Tumor,508,128,88,48038,52445,30094,37726,1405,239,597,1,312,1638,2695,807,584,2068,1766,3102,26556,18590
TCGA-LUAD,TCGA-95-7043,TCGA-95-7043-01A,Primary Tumor,31,16,17,13245,10217,9199,30093,701,65,345,4,798,615,607,1101,569,1086,1639,5666,11141,3973
TCGA-LUAD,TCGA-95-7562,TCGA-95-7562-01A,Primary Tumor,484,239,233,93109,200307,94001,212848,2822,1303,766,11,1228,2338,2163,1918,1594,2228,4341,10539,25655,59000
TCGA-LUAD,TCGA-95-7567,TCGA-95-7567-01A,Primary Tumor,883,355,302,94735,116628,69710,180980,3562,1628,1355,414,475,3667,2177,2511,1835,2993,5880,8282,28681,22738
TCGA-LUAD,TCGA-95-7944,TCGA-95-7944-01A,Primary Tumor,1604,984,1613,115438,270900,192114,344551,1648,2158,790,4,1533,1823,5676,1696,549,840,3519,4442,5568,15726
TCGA-LUAD,TCGA-95-7947,TCGA-95-7947-01A,Primary Tumor,688,264,220,66453,123431,129921,215406,1771,1393,1225,92,1452,5645,2475,2794,1678,2240,507,6981,17034,11223
TCGA-LUAD,TCGA-95-7948,TCGA-95-7948-01A,Primary Tumor,94,107,57,123223,158103,91633,214343,1700,1303,1204,35,538,4038,5087,1346,1087,4318,5349,6367,25139,170306
TCGA-LUAD,TCGA-95-8039,TCGA-95-8039-01A,Primary Tumor,1079,388,199,153359,261429,203230,292546,9120,2201,2771,683,1181,3597,4798,1830,1576,3835,2195,4357,21428,27018
TCGA-LUAD,TCGA-95-8494,TCGA-95-8494-01A,Primary Tumor,735,95,66,69798,55295,36600,96497,610,355,208,1,299,988,2967,554,501,623,4614,2115,18003,22060
TCGA-LUAD,TCGA-95-A4VK,TCGA-95-A4VK-01A,Primary Tumor,256,96,184,58134,59223,38064,96896,1223,2640,491,507,504,2808,18435,7764,1116,4294,922,4043,18330,8835
TCGA-LUAD,TCGA-95-A4VN,TCGA-95-A4VN-01A,Primary Tumor,8622,426,386,73199,90859,89021,115973,2393,4384,645,1054,547,1852,5507,1314,865,1421,8130,2785,16544,21699
TCGA-LUAD,TCGA-95-A4VP,TCGA-95-A4VP-01A,Primary Tumor,376,112,198,80204,70711,51101,87992,6307,70,1127,10,735,897,6668,1267,880,1453,2426,2987,7663,19925
TCGA-LUAD,TCGA-97-7546,TCGA-97-7546-01A,Primary Tumor,992,227,138,53459,70459,37005,112245,9252,86,416,12,921,3290,6597,2723,1626,4371,2713,2567,14503,28369
TCGA-LUAD,TCGA-97-7547,TCGA-97-7547-01A,Primary Tumor,431,181,129,25891,89145,48618,160585,912,1834,417,133,506,2392,3104,3022,583,2627,2396,3435,19028,11126
TCGA-LUAD,TCGA-97-7552,TCGA-97-7552-01A,Primary Tumor,764,561,295,116312,194490,159550,437524,2596,1126,543,54,1178,2543,1351,1767,1076,2824,2568,3974,27040,17112
TCGA-LUAD,TCGA-97-7553,TCGA-97-7553-01A,Primary Tumor,1125,828,249,63447,140374,86332,254507,5382,199,4426,6,1115,2205,2245,1271,1560,2257,1918,3945,19753,37456
TCGA-LUAD,TCGA-97-7554,TCGA-97-7554-01A,Primary Tumor,2809,317,122,118015,137655,90165,124539,9551,1632,2979,2,1232,3591,3265,1356,748,2197,2819,4508,26040,18500
TCGA-LUAD,TCGA-97-7937,TCGA-97-7937-01A,Primary Tumor,161,107,23,30156,31524,22460,73459,1949,2521,1322,782,1014,3806,3103,2548,1724,3102,2420,5761,34587,10170
TCGA-LUAD,TCGA-97-7938,TCGA-97-7938-01A,Primary Tumor,628,118,40,25690,44124,28660,76898,2799,732,434,268,883,3295,5745,3027,1564,3059,4112,1508,19528,10453
TCGA-LUAD,TCGA-97-7941,TCGA-97-7941-01A,Primary Tumor,294,167,137,101177,168074,106363,170379,6427,1191,1588,56,706,1884,6197,2639,959,4909,5454,4742,26605,20691
TCGA-LUAD,TCGA-97-8171,TCGA-97-8171-01A,Primary Tumor,81,45,11,59131,85714,40941,89914,1876,1460,220,5,1323,3484,5616,2622,1614,4880,15327,11154,26923,8880
TCGA-LUAD,TCGA-97-8172,TCGA-97-8172-01A,Primary Tumor,510,477,543,61504,101890,77902,186780,7977,275,1265,91,837,3221,19880,4182,1596,7104,3158,6588,31808,31083
TCGA-LUAD,TCGA-97-8174,TCGA-97-8174-01A,Primary Tumor,471,531,318,79680,101281,118184,191972,6063,61,1979,2,3509,5814,34036,5950,2581,10181,1522,5436,34340,26209
TCGA-LUAD,TCGA-97-8175,TCGA-97-8175-01A,Primary Tumor,1696,311,103,177410,188807,94550,261279,68918,11496,406,1270,976,1789,3570,1567,1087,1946,2432,2204,34847,15532
TCGA-LUAD,TCGA-97-8176,TCGA-97-8176-01A,Primary Tumor,79,65,51,18871,20443,25514,38383,3328,1667,765,24,323,1048,5378,2089,610,1146,1823,6352,13965,7265
TCGA-LUAD,TCGA-97-8177,TCGA-97-8177-01A,Primary Tumor,399,308,198,126138,259701,134713,304937,7617,1802,1378,142,1435,1684,5383,1519,1254,3095,1898,5295,32430,44658
TCGA-LUAD,TCGA-97-8179,TCGA-97-8179-01A,Primary Tumor,341,120,54,97722,76084,61061,89391,5005,274,1373,31,497,5168,15417,964,523,2762,2031,7446,17394,18798
TCGA-LUAD,TCGA-97-8547,TCGA-97-8547-01A,Primary Tumor,360,326,33,33784,55076,29880,65840,8165,4509,556,43,286,992,1540,1004,589,1434,788,1146,14674,26126
TCGA-LUAD,TCGA-97-8552,TCGA-97-8552-01A,Primary Tumor,275,116,96,37376,53894,44346,101252,3241,93,409,6,503,817,6745,1899,737,3721,670,2297,15247,15834
TCGA-LUAD,TCGA-97-A4LX,TCGA-97-A4LX-01A,Primary Tumor,1869,792,1054,129876,241805,149040,209833,2103,610,1410,20,724,2397,4062,1588,768,2140,2092,3431,27122,26387
TCGA-LUAD,TCGA-97-A4M0,TCGA-97-A4M0-01A,Primary Tumor,598,190,284,119665,151018,118221,159708,415,279,350,25,770,1708,6273,2649,743,3208,2627,1388,10512,18740
TCGA-LUAD,TCGA-97-A4M1,TCGA-97-A4M1-01A,Primary Tumor,483,185,46,69622,137461,84901,129644,3999,156,1030,42,595,1201,6782,1342,997,4377,591,4138,13370,25624
TCGA-LUAD,TCGA-97-A4M2,TCGA-97-A4M2-01A,Primary Tumor,884,331,215,66492,108399,68695,164295,2026,114,1445,9,601,1932,10313,1676,660,3807,3097,2763,9723,25825
TCGA-LUAD,TCGA-97-A4M3,TCGA-97-A4M3-01A,Primary Tumor,161,25,50,22553,26228,20314,52382,4823,452,735,1,1029,1821,13011,3047,1150,2589,4267,4934,14596,12732
TCGA-LUAD,TCGA-97-A4M5,TCGA-97-A4M5-01A,Primary Tumor,582,282,128,65140,92177,109621,238175,4311,494,2819,15,537,2390,7619,3082,1681,4960,1940,2908,15770,23242
TCGA-LUAD,TCGA-97-A4M6,TCGA-97-A4M6-01A,Primary Tumor,665,250,301,118029,197949,83188,221351,3068,1115,605,47,940,1915,2270,1827,732,4174,1145,2814,14788,23080
TCGA-LUAD,TCGA-97-A4M7,TCGA-97-A4M7-01A,Primary Tumor,813,392,256,121918,195533,126870,137044,28795,443,1268,41,1247,1661,5363,1697,1470,3161,653,4471,42549,24825
TCGA-LUAD,TCGA-99-7458,TCGA-99-7458-01A,Primary Tumor,2637,760,253,119672,193692,152637,311865,8986,1365,2294,28,1014,5181,2310,1725,1110,3377,1747,1916,42494,38501
TCGA-LUAD,TCGA-99-8025,TCGA-99-8025-01A,Primary Tumor,424,103,88,56094,65277,54090,116384,3866,5113,2306,2818,702,2408,4116,2598,1810,2752,2830,2997,20355,22682
TCGA-LUAD,TCGA-99-8028,TCGA-99-8028-01A,Primary Tumor,2820,769,712,138145,284670,168374,405681,4213,5052,2600,1363,873,1381,7982,748,1208,1802,1702,3990,14073,57236
TCGA-LUAD,TCGA-99-8032,TCGA-99-8032-01A,Primary Tumor,283,149,124,52621,58744,64893,133417,5927,1247,1842,13,539,2698,7485,1460,1628,2066,2382,3997,19668,23349
